GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0090377	seed trichome initiation	10	4	0.02	1.9e-09	1.087e-05	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
GO:0090378	seed trichome elongation	26	4	0.05	1.4e-07	4.004e-04	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
GO:0009051	pentose-phosphate shunt, oxidative branch	8	3	0.01	3.1e-07	5.911e-04	P	AT1G24280, AT5G13110, AT5G35790	AT1G24280, AT5G13110, AT5G35790
GO:0090376	seed trichome differentiation	37	4	0.07	5.9e-07	8.437e-04	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
GO:0046686	response to cadmium ion	318	7	0.57	1.6e-06	1.525e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G48030, AT3G17240, AT5G08300, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G48030, AT3G17240, AT5G08300, AT5G60390
GO:0010038	response to metal ion	463	8	0.84	1.6e-06	1.525e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G48030, AT3G17240, AT4G33020, AT5G08300, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G48030, AT3G17240, AT4G33020, AT5G08300, AT5G60390
GO:0070838	divalent metal ion transport	126	5	0.23	3.2e-06	2.352e-03	P	AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT4G33020	AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT4G33020
GO:0072511	divalent inorganic cation transport	128	5	0.23	3.5e-06	2.352e-03	P	AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT4G33020	AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT4G33020
GO:0010035	response to inorganic substance	899	10	1.62	3.7e-06	2.352e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G48030, AT2G17820, AT3G17240, AT4G33020, AT5G08300, AT5G50200, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G48030, AT2G17820, AT3G17240, AT4G33020, AT5G08300, AT5G50200, AT5G60390
GO:0006811	ion transport	964	10	1.74	6.9e-06	3.947e-03	P	AT1G02260, AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT2G21870, AT4G33020, AT4G33520, AT4G35300, AT5G50200	AT1G02260, AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT2G21870, AT4G33020, AT4G33520, AT4G35300, AT5G50200
GO:0006812	cation transport	588	8	1.06	9.4e-06	4.224e-03	P	AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT2G21870, AT4G33020, AT4G33520, AT4G35300	AT1G10970, AT1G25520, AT1G60960, AT1G68650, AT2G21870, AT4G33020, AT4G33520, AT4G35300
GO:0044699	single-organism process	11098	35	20.05	9.6e-06	4.224e-03	P	AT1G02260, AT1G07920, AT1G07930, AT1G07940, AT1G10970, AT1G24280, AT1G25520, AT1G48030, AT1G51990, AT1G60960, AT1G68650, AT1G71990, AT1G77520, AT1G77590, AT2G03120, AT2G04350, AT2G17820, AT2G21870, AT2G33470, AT3G17240, AT3G48560, AT3G51490, AT3G59220, AT3G59980, AT3G62080, AT4G33020, AT4G33520, AT4G35300, AT5G08300, AT5G13110, AT5G23250, AT5G35790, AT5G50200, AT5G54160, AT5G60390	AT1G02260, AT1G07920, AT1G07930, AT1G07940, AT1G10970, AT1G24280, AT1G25520, AT1G48030, AT1G51990, AT1G60960, AT1G68650, AT1G71990, AT1G77520, AT1G77590, AT2G03120, AT2G04350, AT2G17820, AT2G21870, AT2G33470, AT3G17240, AT3G48560, AT3G51490, AT3G59220, AT3G59980, AT3G62080, AT4G33020, AT4G33520, AT4G35300, AT5G08300, AT5G13110, AT5G23250, AT5G35790, AT5G50200, AT5G54160, AT5G60390
GO:0006104	succinyl-CoA metabolic process	3	2	0.01	9.6e-06	4.224e-03	P	AT5G08300, AT5G23250	AT5G08300, AT5G23250
GO:0022412	cellular process involved in reproduction in multicellular organism	76	4	0.14	1.1e-05	4.494e-03	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
GO:0045165	cell fate commitment	86	4	0.16	1.8e-05	6.793e-03	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
