GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0007165	signal transduction	2026	17	3.11	2.1e-09	5.339e-06	P	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090
GO:0044700	single organism signaling	2066	17	3.18	2.8e-09	5.339e-06	P	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090
GO:0023052	signaling	2068	17	3.18	2.8e-09	5.339e-06	P	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090
GO:0007154	cell communication	2317	17	3.56	1.6e-08	2.288e-05	P	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090	AT1G05100, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090
GO:0051716	cellular response to stimulus	2956	18	4.54	9e-08	1.030e-04	P	AT1G05100, AT1G48050, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090	AT1G05100, AT1G48050, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090
GO:0023014	signal transduction by protein phosphorylation	104	4	0.16	2e-05	1.907e-02	P	AT1G05100, AT2G32510, AT4G26890, AT5G55090	AT1G05100, AT2G32510, AT4G26890, AT5G55090
GO:0050794	regulation of cellular process	5237	19	8.05	9.2e-05	7.518e-02	P	AT1G05100, AT1G66070, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G37475, AT5G53730, AT5G55090	AT1G05100, AT1G66070, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G37475, AT5G53730, AT5G55090
GO:0006952	defense response	1616	10	2.48	0.00013	9.295e-02	P	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730
GO:0019722	calcium-mediated signaling	69	3	0.11	0.00016	1.017e-01	P	AT3G56800, AT4G14640, AT5G21274	AT3G56800, AT4G14640, AT5G21274
GO:0019932	second-messenger-mediated signaling	73	3	0.11	0.00019	1.087e-01	P	AT3G56800, AT4G14640, AT5G21274	AT3G56800, AT4G14640, AT5G21274
GO:0065007	biological regulation	6714	21	10.32	0.00028	1.382e-01	P	AT1G05100, AT1G48050, AT1G66070, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G37475, AT5G53730, AT5G55090, AT5G55250	AT1G05100, AT1G48050, AT1G66070, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G37475, AT5G53730, AT5G55090, AT5G55250
GO:0044763	single-organism cellular process	8410	24	12.93	0.00029	1.382e-01	P	AT1G05100, AT1G48050, AT1G71990, AT1G74380, AT2G16970, AT2G16980, AT2G16990, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G42210, AT5G53730, AT5G55090	AT1G05100, AT1G48050, AT1G71990, AT1G74380, AT2G16970, AT2G16980, AT2G16990, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G42210, AT5G53730, AT5G55090
GO:0050789	regulation of biological process	5923	19	9.11	5e-04	2.200e-01	P	AT1G05100, AT1G66070, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G37475, AT5G53730, AT5G55090	AT1G05100, AT1G66070, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G37475, AT5G53730, AT5G55090
GO:0001731	formation of translation preinitiation complex	25	2	0.04	0.00068	2.778e-01	P	AT1G66070, AT5G37475	AT1G66070, AT5G37475
GO:0006446	regulation of translational initiation	42	2	0.06	0.00191	7.283e-01	P	AT1G66070, AT5G37475	AT1G66070, AT5G37475
GO:0002181	cytoplasmic translation	53	2	0.08	0.00302	9.978e-01	P	AT1G66070, AT5G37475	AT1G66070, AT5G37475
GO:0010411	xyloglucan metabolic process	54	2	0.08	0.00314	9.978e-01	P	AT1G74380, AT5G07720	AT1G74380, AT5G07720
GO:0044699	single-organism process	11098	26	17.06	0.00361	1.000e+00	P	AT1G05100, AT1G48050, AT1G71990, AT1G74380, AT2G16970, AT2G16980, AT2G16990, AT2G32510, AT2G35960, AT2G35970, AT2G41110, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G42210, AT5G53730, AT5G55090, AT5G55250	AT1G05100, AT1G48050, AT1G71990, AT1G74380, AT2G16970, AT2G16980, AT2G16990, AT2G32510, AT2G35960, AT2G35970, AT2G41110, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G42210, AT5G53730, AT5G55090, AT5G55250
GO:0050896	response to stimulus	6373	18	9.8	0.00365	1.000e+00	P	AT1G05100, AT1G48050, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090	AT1G05100, AT1G48050, AT2G32510, AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT4G26890, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730, AT5G55090
GO:0044264	cellular polysaccharide metabolic process	276	3	0.42	0.00873	1.000e+00	P	AT1G71990, AT1G74380, AT5G07720	AT1G71990, AT1G74380, AT5G07720
GO:0010410	hemicellulose metabolic process	97	2	0.15	0.00978	1.000e+00	P	AT1G74380, AT5G07720	AT1G74380, AT5G07720
