GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0042743	hydrogen peroxide metabolic process	108	9	0.18	1.3e-13	7.436e-10	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G05660, AT5G15180, AT5G33340	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G05660, AT5G15180, AT5G33340
GO:0072593	reactive oxygen species metabolic process	169	9	0.28	7.7e-12	2.202e-08	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G05660, AT5G15180, AT5G33340	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G05660, AT5G15180, AT5G33340
GO:0046323	glucose import	44	6	0.07	9.5e-11	1.001e-07	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0042744	hydrogen peroxide catabolic process	86	7	0.14	9.8e-11	1.001e-07	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G15180
GO:1904659	glucose transmembrane transport	45	6	0.07	1.1e-10	1.001e-07	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0015758	glucose transport	46	6	0.08	1.3e-10	1.001e-07	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0008645	hexose transport	47	6	0.08	1.4e-10	1.001e-07	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0035428	hexose transmembrane transport	47	6	0.08	1.4e-10	1.001e-07	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0015749	monosaccharide transport	49	6	0.08	1.9e-10	1.208e-07	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0034219	carbohydrate transmembrane transport	73	6	0.12	2.2e-09	1.258e-06	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0006979	response to oxidative stress	475	10	0.79	4.2e-09	2.184e-06	P	AT1G05240, AT1G05250, AT1G05260, AT2G14170, AT2G37040, AT3G01190, AT3G21770, AT3G53260, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT2G14170, AT2G37040, AT3G01190, AT3G21770, AT3G53260, AT4G11290, AT5G15180
GO:0009800	cinnamic acid biosynthetic process	5	3	0.01	4.2e-08	1.980e-05	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0009056	catabolic process	1985	16	3.28	4.5e-08	1.980e-05	P	AT1G05240, AT1G05250, AT1G05260, AT1G31450, AT1G64830, AT2G28010, AT2G28040, AT2G35615, AT2G37040, AT3G01190, AT3G10340, AT3G21770, AT3G53260, AT4G11290, AT5G15180, AT5G33340	AT1G05240, AT1G05250, AT1G05260, AT1G31450, AT1G64830, AT2G28010, AT2G28040, AT2G35615, AT2G37040, AT3G01190, AT3G10340, AT3G21770, AT3G53260, AT4G11290, AT5G15180, AT5G33340
GO:0009803	cinnamic acid metabolic process	6	3	0.01	8.4e-08	3.432e-05	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0006559	L-phenylalanine catabolic process	7	3	0.01	1.5e-07	5.362e-05	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	7	3	0.01	1.5e-07	5.362e-05	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0009664	plant-type cell wall organization	154	6	0.25	2e-07	6.729e-05	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180
GO:0044712	single-organism catabolic process	777	10	1.28	4.2e-07	1.335e-04	P	AT1G05240, AT1G05250, AT1G05260, AT2G37040, AT3G01190, AT3G10340, AT3G21770, AT3G53260, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT2G37040, AT3G01190, AT3G10340, AT3G21770, AT3G53260, AT4G11290, AT5G15180
GO:0008643	carbohydrate transport	177	6	0.29	4.5e-07	1.355e-04	P	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520	AT1G11260, AT1G34580, AT1G50310, AT3G19940, AT4G21480, AT5G61520
GO:0042537	benzene-containing compound metabolic process	43	4	0.07	7.6e-07	2.174e-04	P	AT2G37040, AT3G10340, AT3G53260, AT5G33340	AT2G37040, AT3G10340, AT3G53260, AT5G33340
