GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0006457	protein folding	312	42	7.21	3.2e-20	1.830e-16	P	AT1G16030, AT1G26230, AT1G55490, AT1G56410, AT1G59860, AT2G04030, AT2G22360, AT2G28000, AT2G33210, AT2G36130, AT2G44650, AT3G07770, AT3G09440, AT3G12340, AT3G12580, AT3G13470, AT3G13860, AT3G23990, AT3G53220, AT3G60210, AT4G24280, AT4G25340, AT4G37910, AT4G39960, AT5G02490, AT5G02500, AT5G04260, AT5G05420, AT5G06690, AT5G07340, AT5G09590, AT5G12030, AT5G20720, AT5G27280, AT5G48030, AT5G49910, AT5G52640, AT5G56000, AT5G56010, AT5G56030, AT5G56500, AT5G61790	AT1G16030, AT1G26230, AT1G55490, AT1G56410, AT1G59860, AT2G04030, AT2G22360, AT2G28000, AT2G33210, AT2G36130, AT2G44650, AT3G07770, AT3G09440, AT3G12340, AT3G12580, AT3G13470, AT3G13860, AT3G23990, AT3G53220, AT3G60210, AT4G24280, AT4G25340, AT4G37910, AT4G39960, AT5G02490, AT5G02500, AT5G04260, AT5G05420, AT5G06690, AT5G07340, AT5G09590, AT5G12030, AT5G20720, AT5G27280, AT5G48030, AT5G49910, AT5G52640, AT5G56000, AT5G56010, AT5G56030, AT5G56500, AT5G61790
GO:0007215	glutamate receptor signaling pathway	19	14	0.44	1.1e-19	2.097e-16	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100
GO:0035235	ionotropic glutamate receptor signaling pathway	19	14	0.44	1.1e-19	2.097e-16	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100
GO:0071230	cellular response to amino acid stimulus	18	13	0.42	3.6e-18	5.148e-15	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100
GO:0009408	response to heat	200	32	4.62	6.1e-18	6.978e-15	P	AT1G07400, AT1G08550, AT1G16030, AT1G53540, AT1G56410, AT1G59860, AT1G74310, AT2G04030, AT2G22360, AT2G25140, AT2G29500, AT3G09440, AT3G12580, AT3G23990, AT3G24500, AT3G46230, AT4G27670, AT4G39960, AT5G02490, AT5G02500, AT5G09590, AT5G12020, AT5G12030, AT5G15450, AT5G17020, AT5G48030, AT5G49910, AT5G52640, AT5G53170, AT5G56010, AT5G56030, AT5G59720	AT1G07400, AT1G08550, AT1G16030, AT1G53540, AT1G56410, AT1G59860, AT1G74310, AT2G04030, AT2G22360, AT2G25140, AT2G29500, AT3G09440, AT3G12580, AT3G23990, AT3G24500, AT3G46230, AT4G27670, AT4G39960, AT5G02490, AT5G02500, AT5G09590, AT5G12020, AT5G12030, AT5G15450, AT5G17020, AT5G48030, AT5G49910, AT5G52640, AT5G53170, AT5G56010, AT5G56030, AT5G59720
GO:0043200	response to amino acid	26	14	0.6	7.9e-17	7.531e-14	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT3G51480, AT4G26640, AT4G31710, AT4G35290, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT3G51480, AT4G26640, AT4G31710, AT4G35290, AT5G11210, AT5G27100
GO:0006874	cellular calcium ion homeostasis	32	15	0.74	9.4e-17	7.681e-14	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11180, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11180, AT5G11210, AT5G27100
GO:0071417	cellular response to organonitrogen compound	25	13	0.58	1.9e-15	1.359e-12	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT3G51480, AT4G31710, AT4G35290, AT5G11210, AT5G27100
GO:0055074	calcium ion homeostasis	40	15	0.92	5.6e-15	3.489e-12	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11180, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT3G51480, AT4G31710, AT4G35290, AT5G11180, AT5G11210, AT5G27100
GO:0072503	cellular divalent inorganic cation homeostasis	48	16	1.11	6.1e-15	3.489e-12	P	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT2G39450, AT3G51480, AT4G31710, AT4G35290, AT5G11180, AT5G11210, AT5G27100	AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT2G39450, AT3G51480, AT4G31710, AT4G35290, AT5G11180, AT5G11210, AT5G27100
