GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0019585	glucuronate metabolic process	110	27	0.57	1e-30	9.533e-28	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590
GO:0052695	cellular glucuronidation	110	27	0.57	1e-30	9.533e-28	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590
GO:0052696	flavonoid glucuronidation	110	27	0.57	1e-30	9.533e-28	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590
GO:0006063	uronic acid metabolic process	113	27	0.59	1e-30	9.533e-28	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590
GO:0009813	flavonoid biosynthetic process	187	28	0.98	1e-30	9.533e-28	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G48930, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G48930, AT5G59580, AT5G59590
GO:0009812	flavonoid metabolic process	205	28	1.07	1e-30	9.533e-28	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G48930, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G48930, AT5G59580, AT5G59590
GO:0044723	single-organism carbohydrate metabolic process	764	40	3.99	6e-29	4.903e-26	P	AT1G02730, AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G35580, AT1G78270, AT2G26480, AT2G33100, AT2G36460, AT3G03050, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G52930, AT3G55700, AT3G55710, AT4G09510, AT4G18240, AT4G26520, AT4G26530, AT4G38190, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G16910, AT5G22130, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590	AT1G02730, AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G35580, AT1G78270, AT2G26480, AT2G33100, AT2G36460, AT3G03050, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G52930, AT3G55700, AT3G55710, AT4G09510, AT4G18240, AT4G26520, AT4G26530, AT4G38190, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G16910, AT5G22130, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590
GO:0005996	monosaccharide metabolic process	235	27	1.23	1.4e-28	1.001e-25	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G55700, AT3G55710, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590
GO:0032787	monocarboxylic acid metabolic process	630	35	3.29	4.2e-26	2.669e-23	P	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT2G36460, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G52930, AT3G55700, AT3G55710, AT4G19230, AT4G26520, AT4G26530, AT5G04660, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G33340, AT5G37950, AT5G38010, AT5G38040, AT5G45340, AT5G59580, AT5G59590	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270, AT2G26480, AT2G36460, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G52930, AT3G55700, AT3G55710, AT4G19230, AT4G26520, AT4G26530, AT5G04660, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G33340, AT5G37950, AT5G38010, AT5G38040, AT5G45340, AT5G59580, AT5G59590
GO:0005975	carbohydrate metabolic process	1309	45	6.84	4.8e-25	2.746e-22	P	AT1G02730, AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G22650, AT1G35580, AT1G68130, AT1G72000, AT1G78270, AT2G01940, AT2G26480, AT2G33100, AT2G36460, AT3G03050, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G52930, AT3G55700, AT3G55710, AT4G09510, AT4G18240, AT4G26520, AT4G26530, AT4G34860, AT4G38190, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G16910, AT5G22130, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590	AT1G02730, AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G22650, AT1G35580, AT1G68130, AT1G72000, AT1G78270, AT2G01940, AT2G26480, AT2G33100, AT2G36460, AT3G03050, AT3G11340, AT3G46650, AT3G46660, AT3G46670, AT3G46680, AT3G46690, AT3G46700, AT3G46720, AT3G52930, AT3G55700, AT3G55710, AT4G09510, AT4G18240, AT4G26520, AT4G26530, AT4G34860, AT4G38190, AT5G05860, AT5G05870, AT5G05880, AT5G05890, AT5G05900, AT5G16910, AT5G22130, AT5G37950, AT5G38010, AT5G38040, AT5G59580, AT5G59590
