GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0009768	photosynthesis, light harvesting in photosystem I	23	5	0.08	1.6e-08	9.152e-05	P	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430
GO:0009800	cinnamic acid biosynthetic process	5	3	0.02	4.3e-07	6.946e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0009765	photosynthesis, light harvesting	44	5	0.16	4.8e-07	6.946e-04	P	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430
GO:0018298	protein-chromophore linkage	45	5	0.16	5.4e-07	6.946e-04	P	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430
GO:0010345	suberin biosynthetic process	20	4	0.07	6.8e-07	6.946e-04	P	AT2G37360, AT3G53510, AT3G55090, AT5G13580	AT2G37360, AT3G53510, AT3G55090, AT5G13580
GO:0009803	cinnamic acid metabolic process	6	3	0.02	8.5e-07	6.946e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0009699	phenylpropanoid biosynthetic process	145	7	0.51	8.5e-07	6.946e-04	P	AT2G37040, AT2G37360, AT3G10340, AT3G53260, AT3G53510, AT3G55090, AT5G13580	AT2G37040, AT2G37360, AT3G10340, AT3G53260, AT3G53510, AT3G55090, AT5G13580
GO:0006559	L-phenylalanine catabolic process	7	3	0.02	1.5e-06	9.533e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	7	3	0.02	1.5e-06	9.533e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0044712	single-organism catabolic process	777	13	2.75	3.5e-06	2.002e-03	P	AT1G23190, AT1G70730, AT2G26560, AT2G37040, AT3G10340, AT3G17070, AT3G53260, AT4G33150, AT4G37050, AT4G37060, AT4G37070, AT5G43590, AT5G55050	AT1G23190, AT1G70730, AT2G26560, AT2G37040, AT3G10340, AT3G17070, AT3G53260, AT4G33150, AT4G37050, AT4G37060, AT4G37070, AT5G43590, AT5G55050
GO:0009698	phenylpropanoid metabolic process	185	7	0.65	4.3e-06	2.236e-03	P	AT2G37040, AT2G37360, AT3G10340, AT3G53260, AT3G53510, AT3G55090, AT5G13580	AT2G37040, AT2G37360, AT3G10340, AT3G53260, AT3G53510, AT3G55090, AT5G13580
GO:0009074	aromatic amino acid family catabolic process	13	3	0.05	1.2e-05	5.720e-03	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0044281	small molecule metabolic process	1964	20	6.94	1.4e-05	6.160e-03	P	AT1G07110, AT1G12350, AT1G20560, AT1G23190, AT1G53000, AT1G65880, AT1G65890, AT1G66120, AT1G68270, AT1G70730, AT2G17650, AT2G26560, AT2G37040, AT3G10340, AT3G53260, AT4G13830, AT4G32180, AT4G33150, AT5G02080, AT5G59440	AT1G07110, AT1G12350, AT1G20560, AT1G23190, AT1G53000, AT1G65880, AT1G65890, AT1G66120, AT1G68270, AT1G70730, AT2G17650, AT2G26560, AT2G37040, AT3G10340, AT3G53260, AT4G13830, AT4G32180, AT4G33150, AT5G02080, AT5G59440
GO:0015937	coenzyme A biosynthetic process	15	3	0.05	1.9e-05	6.924e-03	P	AT1G12350, AT4G32180, AT5G02080	AT1G12350, AT4G32180, AT5G02080
GO:0006558	L-phenylalanine metabolic process	16	3	0.06	2.3e-05	6.924e-03	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0033866	nucleoside bisphosphate biosynthetic process	16	3	0.06	2.3e-05	6.924e-03	P	AT1G12350, AT4G32180, AT5G02080	AT1G12350, AT4G32180, AT5G02080
GO:0034030	ribonucleoside bisphosphate biosynthetic process	16	3	0.06	2.3e-05	6.924e-03	P	AT1G12350, AT4G32180, AT5G02080	AT1G12350, AT4G32180, AT5G02080
GO:0034033	purine nucleoside bisphosphate biosynthetic process	16	3	0.06	2.3e-05	6.924e-03	P	AT1G12350, AT4G32180, AT5G02080	AT1G12350, AT4G32180, AT5G02080
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	16	3	0.06	2.3e-05	6.924e-03	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0015936	coenzyme A metabolic process	17	3	0.06	2.8e-05	8.008e-03	P	AT1G12350, AT4G32180, AT5G02080	AT1G12350, AT4G32180, AT5G02080
