TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0009768	"photosynthesis, light harvesting in photosystem I"	-5.795337488251781	1.0413926851582251	0.05041847332862761	0.7488153410164607	0	null
GO:0090377	"seed trichome initiation"	-5.464452720823332	1.724275869600789	0.2666848620828507	0.7140139747250546	0.03950041	null
GO:0009800	"cinnamic acid biosynthetic process"	-4.350470434052181	0.7781512503836436	0.025209236664313805	0.7425983580481855	0.13519867	null
GO:0006091	"generation of precursor metabolites and energy"	-4.145693958198919	2.545307116465824	1.7646465665019664	0.7864445766365838	0.18458831	null
GO:0006559	"L-phenylalanine catabolic process"	-4.145693958198919	1	0.04537662599576485	0.6061538996348135	0.37470172	null
GO:0018193	"peptidyl-amino acid modification"	-4.145693958198919	1.9030899869919435	0.39830593929615815	0.7210509476155915	0.08106261	null
GO:0018205	"peptidyl-lysine modification"	-4.055517327849832	1.5563025007672873	0.17646465665019664	0.6895306811320754	0.44829903	null
GO:0009416	"response to light stimulus"	-3.1942952955661355	2.8260748027008264	3.372995865685187	0.8904501480243949	0	null
GO:0015979	"photosynthesis"	-3.0877247895011877	2.401400540781544	1.2655036805485531	0.7925627787154444	0.25535188	null
GO:0018158	"protein oxidation"	-2.2426039712069756	0.7781512503836436	0.025209236664313805	0.7696916958896222	0.38513755	null
GO:0070483	"detection of hypoxia"	-2.109970413836583	0.8450980400142568	0.03025108399717657	0.9067172297376508	0.36017593	null
GO:0042537	"benzene-containing compound metabolic process"	-2.0422490891227207	1.6127838567197355	0.20167389331451044	0.8909377055172318	0.09064127	null
GO:0009628	"response to abiotic stimulus"	-2.038483988551051	3.2986347831244354	10.023192497731168	0.9441233274123464	0.31175706	null
GO:0009826	"unidimensional cell growth"	-1.6405439798790133	2.369215857410143	1.1747504285570234	0.8229966783981315	0.32939254	null
GO:0070646	"protein modification by small protein removal"	-1.5548630312866958	1.8808135922807914	0.3781385499647071	0.7188856323937678	0.47907046	null
GO:0019538	"protein metabolic process"	-1.5073792779568083	3.404491617758686	12.791166683472824	0.6973778835712404	0.47663342	null
GO:0043412	"macromolecule modification"	-1.5073792779568083	3.166726055580052	7.39639003730967	0.7913826240188231	0.27323819	null
GO:0048609	"multicellular organismal reproductive process"	-1.5073792779568083	2.2528530309798933	0.8974488252495715	0.9210502730157106	0.44143513	null
