TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0010315	"auxin export across the plasma membrane"	-7.397505931192719	1.3424226808222062	0.10587879399011797	0.700704734326215	0	null
GO:1901269	"lipooligosaccharide metabolic process"	-4.397505931192719	1.146128035678238	0.06554401532721589	0.8474791015348557	0	null
GO:0006793	"phosphorus metabolic process"	-4.255863547598753	2.9237619608287004	4.225068064938994	0.8451143573676025	0.33622785	null
GO:0006796	"phosphate-containing compound metabolic process"	-4.255863547598753	2.8992731873176036	3.9931430876273066	0.7730492669046677	0.10078875	null
GO:0006810	"transport"	-4.145693958198919	3.3854275148051305	12.241605324190784	0.8615272509258549	0.47267573	null
GO:0023051	"regulation of signaling"	-4.076289805603437	2.509202522331103	1.623474841181809	0.8642544850877815	0.18482271	null
GO:0051179	"localization"	-4.076289805603437	3.413467412985825	13.05838459211455	1	0	null
GO:0010646	"regulation of cell communication"	-4.0580912256344	2.509202522331103	1.623474841181809	0.8585882693251575	0.24604816	null
GO:0040007	"growth"	-4.0580912256344	2.576341350205793	1.8957345971563981	1	0	null
GO:0048589	"developmental growth"	-3.9538952127539613	2.5171958979499744	1.6537259251789855	0.8995189399295397	0	null
GO:0005975	"carbohydrate metabolic process"	-3.7066374452885547	3.012837224705172	5.188060905515781	0.8928278576009017	0.17208809	null
GO:0009733	"response to auxin"	-3.4944430613361783	2.649334858712142	2.2436220631239285	0.9278823841427587	0	null
GO:1903509	"liposaccharide metabolic process"	-3.184621515034082	1.7853298350107671	0.30251083997176564	0.7905346444306077	0.4968691	null
GO:0007169	"cell surface receptor protein tyrosine kinase signaling pathway"	-3.092212556889384	1.1760912590556813	0.07058586266007866	0.8157083786131939	0.16047739	null
GO:0010480	"microsporocyte differentiation"	-2.7867479478036032	1.7403626894942439	0.2739932397370221	0.903562587312901	0.33548466	null
GO:1902065	"response to L-glutamate"	-2.7867479478036032	0.7781512503836436	0.025209236664313805	0.9559810577775626	0.27791012	null
GO:0010075	"regulation of meristem growth"	-2.618343517414213	1.7993405494535817	0.31259453463749115	0.7630794027430501	0.33996463	null
GO:0048583	"regulation of response to stimulus"	-2.618343517414213	2.890979596989689	3.9175153776343654	0.8509932241506328	0.27549542	null
GO:0042908	"xenobiotic transport"	-2.5783960731301687	1.8808135922807914	0.3781385499647071	0.9028532019033262	0.29661601	null
GO:0008150	"biological_process"	-2.543633966870957	4.297432204810169	100	1	0	null
GO:0009987	"cellular process"	-2.5331323796458904	4.03893791903862	55.14268427952002	1	0	null
GO:0009311	"oligosaccharide metabolic process"	-2.4288737229156885	1.863322860120456	0.3630130079661188	0.8872189981549115	0.12030683	null
GO:0048533	"sporocyte differentiation"	-2.3946949538588904	0.47712125471966244	0.010083694665725522	0.923879218339623	0.43610012	null
GO:0009641	"shade avoidance"	-2.3675427078152755	1.2304489213782739	0.08066955732580418	0.9646599410490411	0.1624398	null
GO:0009934	"regulation of meristem structural organization"	-2.3675427078152755	1.3010299956639813	0.09579509932439245	0.8657544690622949	0.48448927	null
GO:0044238	"primary metabolic process"	-2.3307761260691944	3.8253611959526332	33.71987496218615	0.8797952855334343	0.2628348	null
GO:0009312	"oligosaccharide biosynthetic process"	-2.2874344721266917	1.5563025007672873	0.17646465665019664	0.8643503183098507	0.46918162	null
GO:0007166	"cell surface receptor signaling pathway"	-1.9255492810454087	1.919078092376074	0.4134314812947464	0.8012677411277664	0.36121503	null
GO:0044237	"cellular metabolic process"	-1.6405439798790133	3.682145076373832	24.246243823737018	0.8529931826446956	0.42468258	null
GO:0023052	"signaling"	-1.5878755938266829	3.2234959409623944	8.429968740546537	0.8375036823776102	0.35492752	null
GO:0007154	"cell communication"	-1.4939010400715595	3.229937685907934	8.556014923868105	0.9444862843672537	0.05736527	null
GO:0008152	"metabolic process"	-1.4939010400715595	3.90768002424242	40.758293838862556	1	0	null
