TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0007165	"signal transduction"	-11.48932096896779	3.2092468487533736	8.157708984571947	0.7552266270182246	0.39588546	null
GO:0023052	"signaling"	-11.48932096896779	3.2234959409623944	8.429968740546537	0.8885313789071664	0.40720928	null
GO:0007154	"cell communication"	-11.172566104599222	3.229937685907934	8.556014923868105	0.9271944738828743	0.06452551	null
GO:0051716	"cellular response to stimulus"	-10.436400271118469	3.4401216031878037	13.885247554704044	0.8459669078710037	0.19498765	null
GO:0006542	"glutamine biosynthetic process"	-9.678401569534657	0.9030899869919435	0.03529293133003933	0.5810029284430562	0	null
GO:0009987	"cellular process"	-6.97387548325455	4.03893791903862	55.14268427952002	1	0	null
GO:0006952	"defense response"	-6.421360790031928	3.1942367487238292	7.8804073812644955	0.9201204083571424	0.39285316	null
GO:0009399	"nitrogen fixation"	-5.559720786764411	0.6989700043360189	0.020167389331451045	0.8805141382840921	0.06461265	null
GO:0050896	"response to stimulus"	-5.559720786764411	3.756636108245848	28.783906423313503	1	0	null
GO:0006520	"amino acid metabolic process"	-3.657182685364267	2.6085260335771943	2.041948169809418	0.8712981179636273	0.1217042	null
GO:0065007	"biological regulation"	-3.657182685364267	3.721728198572788	26.560451749521025	1	0	null
GO:0008150	"biological_process"	-3.620331965966346	4.297432204810169	100	1	0	null
GO:0006950	"response to stress"	-3.5850266520291822	3.5561818466529114	18.14056670364021	0.9099252412838311	0.48182826	null
GO:0006346	"DNA methylation-dependent heterochromatin formation"	-2.848323769152952	1.7781512503836436	0.29746899263890286	0.8586896981364447	0.03879047	null
GO:0071941	"nitrogen cycle metabolic process"	-2.5991167844516374	1.6901960800285136	0.24200867197741255	0.9079072752258825	0.07610296	null
GO:0006386	"termination of RNA polymerase III transcription"	-2.1554606978709923	0.6989700043360189	0.020167389331451045	0.8277785705523492	0.18361401	null
GO:2001057	"reactive nitrogen species metabolic process"	-1.5979106494279034	1.6720978579357175	0.23192497731168701	0.9082227174398688	0.08795374	null
GO:0006888	"endoplasmic reticulum to Golgi vesicle-mediated transport"	-1.507938395487401	1.7634279935629373	0.28738529797317736	0.9493094464344337	0.04576142	null
GO:0009641	"shade avoidance"	-1.4978461071286393	1.2304489213782739	0.08066955732580418	0.9542534638705561	0	null
