TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0006542	"glutamine biosynthetic process"	-9.255863547598754	0.9030899869919435	0.03529293133003933	0.5878051108911054	0	null
GO:0009399	"nitrogen fixation"	-5.066512712151295	0.6989700043360189	0.020167389331451045	0.8817907257393416	0.06461265	null
GO:0006644	"phospholipid metabolic process"	-4.790216985151485	2.3344537511509307	1.0839971765654937	0.6371321660693362	0.17209913	null
GO:0009987	"cellular process"	-4.790216985151485	4.03893791903862	55.14268427952002	1	0	null
GO:0009768	"photosynthesis, light harvesting in photosystem I"	-4.133476374467157	1.0413926851582251	0.05041847332862761	0.7616392197835709	0.17716499	null
GO:0090377	"seed trichome initiation"	-4.0829148093594325	1.724275869600789	0.26166888276144334	0.7578892516177168	0.03843249	null
GO:0009800	"cinnamic acid biosynthetic process"	-3.359121221298382	0.7781512503836436	0.025209236664313805	0.643327120917123	0.44093162	null
GO:0008150	"biological_process"	-3.359121221298382	4.297432204810169	100	1	0	null
GO:0006091	"generation of precursor metabolites and energy"	-3.0665127121512947	2.545307116465824	1.7646465665019664	0.7366342330521356	0.25073456	null
GO:0010038	"response to metal ion"	-3.060780364145182	2.330413773349191	1.0739134818997682	0.9633034572420216	0	null
GO:0046686	"response to cadmium ion"	-3.017683530307935	1.845098040014257	0.3478874659675305	0.9664290187791659	0.32937334	null
GO:0071941	"nitrogen cycle metabolic process"	-2.9566377219788706	1.6901960800285136	0.24200867197741255	0.880550765439102	0.07610296	null
GO:0016926	"protein desumoylation"	-2.9090369234042686	0.9542425094393249	0.04033477866290209	0.833460547759622	0.17707501	null
GO:0010224	"response to UV-B"	-2.4564285760376348	1.8692317197309762	0.3680548552989815	0.9370874739590389	0.46152646	null
GO:0090602	"sieve element enucleation"	-2.424465781680136	0.47712125471966244	0.010083694665725522	0.8537040644584859	0.43477512	null
GO:0009314	"response to radiation"	-2.4187331947263293	2.8369567370595505	3.458707270343854	0.9395866670721549	0.22458268	null
GO:0048609	"multicellular organismal reproductive process"	-2.2133195468033513	2.2528530309798933	0.8974488252495715	0.9536104723776563	0.44064878	null
GO:0006104	"succinyl-CoA metabolic process"	-2.0809219076239263	0.3010299956639812	0.005041847332862761	0.6742597431882992	0.47974248	null
GO:0090603	"sieve element differentiation"	-2.0809219076239263	0.7781512503836436	0.025209236664313805	0.8616782621879755	0.46276786	null
GO:2001057	"reactive nitrogen species metabolic process"	-2.0126466112642065	1.6720978579357175	0.23192497731168701	0.8809808256467485	0.08795374	null
GO:0009611	"response to wounding"	-1.9645702618154517	2.367355921026019	1.1697085812241605	0.9672853174482713	0.22703888	null
GO:0006105	"succinate metabolic process"	-1.8517059025652542	0.47712125471966244	0.010083694665725522	0.6867057425373573	0.34919316	null
GO:0006520	"amino acid metabolic process"	-1.8309136425129773	2.6085260335771943	2.041948169809418	0.8317765129202299	0.1217042	null
GO:0000902	"cell morphogenesis"	-1.7004927012995124	2.4955443375464483	1.5730563678531813	0.9090584427465549	0.33829694	null
GO:0015979	"photosynthesis"	-1.628009088535085	2.401400540781544	1.2655036805485531	0.744852532866441	0.25535188	null
GO:0008152	"metabolic process"	-1.596364810209452	3.90768002424242	40.758293838862556	1	0	null
GO:0009058	"biosynthetic process"	-1.575281662668433	3.5873741720730656	19.491781788847433	0.80982548369064	0.19242059	null
GO:0046836	"glycolipid transport"	-1.5318004139273875	0.9542425094393249	0.046493373650121475	1	0	null
GO:0048589	"developmental growth"	-1.3183066079954358	2.5171958979499744	1.6537259251789855	0.904691936030729	0.40651648	null
