GO.ID	q.value
GO:0031146	3.178e-28
GO:0043161	3.178e-28
GO:0010498	3.178e-28
GO:0030163	3.178e-28
GO:0044257	3.178e-28
GO:1901575	3.178e-28
GO:0006511	3.178e-28
GO:0019941	3.178e-28
GO:0009056	3.178e-28
GO:0043632	3.178e-28
GO:0051603	3.178e-28
GO:0044248	3.178e-28
GO:0044265	3.178e-28
GO:0009057	3.178e-28
GO:0070647	3.178e-28
GO:0016567	3.178e-28
GO:0032446	3.178e-28
GO:0006508	3.178e-28
GO:0008152	2.228e-25
GO:0044723	1.945e-20
GO:0005996	1.008e-19
GO:0044237	1.872e-19
GO:0044710	4.228e-19
GO:0009987	2.974e-17
GO:0044281	2.974e-17
GO:0071704	1.232e-15
GO:0019585	1.341e-15
GO:0052695	1.341e-15
GO:0052696	1.341e-15
GO:0044238	1.341e-15
GO:0006464	1.341e-15
GO:0036211	1.341e-15
GO:0006063	2.947e-15
GO:0043412	8.58e-13
GO:0044699	2.778e-12
GO:0009813	7.468e-11
GO:0009812	2.474e-10
GO:0005975	3.011e-10
GO:0043436	3.227e-09
GO:0006082	3.718e-09
GO:0019752	5.441e-09
GO:0005984	1.362e-08
GO:0044262	2.128e-08
GO:0070838	3.51e-08
GO:0072511	4.957e-08
GO:0032787	9.575e-08
GO:0010035	1.704e-07
GO:0055114	2.026e-07
GO:0044763	2.218e-07
GO:0071941	3.89e-07
GO:0006071	6.056e-07
GO:0019637	6.71e-07
GO:0019400	9.389e-07
GO:0046351	3.813e-06
GO:0006542	5.408e-06
GO:0009311	6.639e-06
GO:0001666	6.824e-06
GO:0005991	1.183e-05
GO:0006793	1.454e-05
GO:0009628	1.594e-05
GO:0072521	1.594e-05
GO:0042126	1.634e-05
GO:0042128	1.634e-05
GO:0044712	1.788e-05
GO:0005982	2.024e-05
GO:0042221	2.22e-05
GO:0009161	2.22e-05
GO:0006796	2.86e-05
GO:0009312	2.901e-05
GO:0006006	3.142e-05
GO:0036293	3.142e-05
GO:0019740	3.654e-05
GO:0070482	3.683e-05
GO:0006644	3.865e-05
GO:0009123	3.89e-05
GO:2001057	5.268e-05
GO:0005992	5.274e-05
GO:0046128	5.793e-05
GO:0006066	6.227e-05
GO:0019538	6.435e-05
GO:0042278	7.062e-05
GO:0009631	7.673e-05
GO:0019751	8.27e-05
GO:0009116	8.852e-05
GO:0044267	9.421e-05
GO:0044724	9.977e-05
GO:0055085	0.0001052
GO:0046839	0.000117
GO:0046835	0.0001221
GO:0019693	0.0001271
GO:0016311	0.0001634
GO:0009266	0.0001741
GO:0006014	0.0001765
GO:0015696	0.0001765
GO:0009150	0.0001867
GO:0044711	0.0001966
GO:0006629	0.0002231
GO:0006556	0.0002231
GO:0009126	0.0002231
GO:0009167	0.0002231
GO:0006163	0.0002662
GO:0010038	0.0002721
GO:0009808	0.0002721
GO:0006090	0.0003465
GO:0009119	0.0003595
GO:0046274	0.0003742
GO:0009259	0.0003742
GO:0009156	0.0003919
GO:0010304	0.0004566
GO:0046271	0.0005668
GO:0034637	0.0005668
GO:0006811	0.0006639
GO:0009395	0.000853
GO:0010206	0.000853
GO:0006096	0.0008725
GO:0006757	0.0008725
GO:0019318	0.0008725
GO:0009124	0.0008725
GO:0006816	0.0008836
GO:0006657	0.0008836
GO:0072488	0.0008836
GO:0072522	0.0008836
GO:0009399	0.0008836
GO:0055086	0.0009226
GO:0019252	0.0009533
GO:0006812	0.0009533
GO:0046031	0.001081
GO:0098662	0.001475
GO:0046434	0.001508
GO:1901615	0.001584
GO:0009135	0.001634
GO:0009179	0.001634
GO:0009185	0.001634
GO:0006165	0.001836
GO:0046470	0.001864
GO:0001101	0.001962
GO:0010315	0.001962
GO:0019362	0.002593
GO:0046496	0.002593
GO:0046034	0.002983
GO:0042451	0.003142
GO:0046129	0.003142
GO:0098655	0.00316
GO:0044255	0.003694
GO:0046686	0.003787
GO:0009084	0.0038
GO:0006732	0.003891
GO:0044765	0.004195
GO:0009809	0.004195
GO:1902578	0.004195
GO:0009205	0.004486
GO:0009409	0.004486
GO:0009132	0.004486
GO:0030091	0.004797
GO:0009117	0.004797
GO:1901700	0.005101
GO:0042439	0.005101
GO:0051186	0.005396
GO:0009144	0.005396
GO:0009127	0.005684
GO:0009168	0.005684
GO:0006753	0.006002
GO:0019321	0.006202
GO:0016049	0.006202
GO:0006829	0.006202
GO:0072524	0.006202
GO:0098660	0.006508
GO:0072593	0.00681
GO:0005985	0.007402
GO:0051156	0.007402
GO:0046352	0.008028
GO:0006656	0.008171
GO:0010205	0.008171
GO:0043155	0.008171
GO:0009199	0.008171
GO:1901701	0.00845
GO:0046939	0.008676
GO:0097164	0.008676
GO:0042743	0.009851
GO:0006733	0.009851
GO:0009163	0.01188
GO:0042455	0.01188
GO:1901565	0.01188
GO:0050896	0.01212
GO:0009313	0.01268
GO:0070588	0.01322
GO:0055081	0.01392
GO:0009141	0.01392
GO:0006576	0.01392
GO:0009414	0.01437
GO:0016051	0.01437
GO:0010215	0.0149
GO:0048878	0.01571
GO:0009415	0.01887
