GO.ID	q.value
GO:0019585	9.533e-28
GO:0052695	9.533e-28
GO:0052696	9.533e-28
GO:0006063	9.533e-28
GO:0009813	9.533e-28
GO:0009812	9.533e-28
GO:0044723	4.903e-26
GO:0005996	1.001e-25
GO:0032787	2.669e-23
GO:0005975	2.746e-22
GO:0019752	9.88e-22
GO:0043436	3.67e-21
GO:0006082	3.828e-21
GO:0044281	3.146e-16
GO:0044710	2.974e-11
GO:0044763	5.72e-10
GO:0044699	1.279e-08
GO:0009058	9.533e-08
GO:0008152	1.746e-07
GO:0006879	1.115e-06
GO:0071704	1.253e-06
GO:1901576	1.768e-06
GO:0044238	5.223e-06
GO:0055072	4.528e-05
GO:0030244	4.805e-05
GO:0051274	0.0001936
GO:0048878	0.000233
GO:0030003	0.0002656
GO:0010601	0.0002761
GO:0044237	0.0003875
GO:0006073	0.0003875
GO:0009250	0.0003933
GO:0006873	0.000416
GO:0046886	0.0004576
GO:0090355	0.0004576
GO:0044042	0.0004608
GO:0030243	0.0004947
GO:0006721	0.0004967
GO:0032352	0.0006864
GO:0009987	0.0006864
GO:0010143	0.0009766
GO:0051273	0.001226
GO:0006720	0.001463
GO:0006826	0.00169
GO:0044264	0.001865
GO:0055080	0.001865
GO:0055082	0.002069
GO:0009686	0.002145
GO:0016102	0.002335
GO:0044262	0.002402
GO:0010600	0.002467
GO:0009685	0.00253
GO:0044724	0.00259
GO:0098771	0.002648
GO:1900992	0.002709
GO:1900994	0.002709
GO:1901806	0.002709
GO:0033692	0.002761
GO:0016137	0.00286
GO:0090354	0.00286
GO:0046916	0.00347
GO:0050801	0.004336
GO:0046885	0.004449
GO:0016101	0.004488
GO:0042592	0.004488
GO:0000003	0.00572
GO:0032350	0.006134
GO:0097502	0.006134
GO:2000012	0.006134
GO:1901804	0.006606
GO:0000271	0.006606
GO:0044711	0.007388
GO:0016114	0.008619
GO:0034637	0.01082
GO:0055076	0.01144
GO:0016138	0.01189
GO:0044571	0.01189
GO:0009832	0.01393
GO:0042445	0.01521
GO:0006875	0.01695
GO:0051321	0.01695
GO:0009628	0.01716
GO:0005987	0.01716
GO:0010036	0.01716
GO:0016098	0.01716
GO:0016099	0.01716
GO:0016107	0.01716
GO:0034090	0.01716
GO:0043290	0.01716
GO:0046345	0.01716
GO:0008299	0.0176
GO:0042446	0.02408
GO:0009908	0.02408
GO:0034086	0.02408
GO:0097428	0.02408
GO:0090567	0.0286
GO:0019725	0.02948
GO:0005976	0.03327
GO:0006096	0.03375
GO:0006757	0.03375
GO:0009556	0.03511
GO:0046031	0.03645
GO:0044707	0.03998
GO:0046352	0.04063
GO:0009135	0.04063
GO:0009179	0.04063
GO:0009185	0.04063
GO:0048367	0.04078
GO:0006165	0.04108
GO:0032501	0.04108
GO:0006098	0.04174
GO:0009740	0.04239
GO:0010476	0.04404
GO:0055065	0.04566
GO:0009313	0.04684
GO:0071370	0.04684
GO:0071396	0.04987
GO:0051156	0.04993
