GO.ID	q.value
GO:0006457	1.83e-16
GO:0007215	2.097e-16
GO:0035235	2.097e-16
GO:0071230	5.148e-15
GO:0009408	6.978e-15
GO:0043200	7.531e-14
GO:0006874	7.681e-14
GO:0071417	1.359e-12
GO:0055074	3.489e-12
GO:0072503	3.489e-12
GO:0009628	7.8e-12
GO:0046686	6.197e-11
GO:0072507	1.848e-10
GO:0009266	2.084e-10
GO:0042026	2.593e-10
GO:0031222	1.215e-09
GO:0051234	1.952e-09
GO:0006810	4.131e-09
GO:1902578	4.215e-09
GO:0010035	5.72e-09
GO:0031221	7.354e-09
GO:0051179	8.58e-09
GO:0010038	1.766e-08
GO:0070588	3.098e-08
GO:0045493	8.694e-08
GO:0044699	1.474e-07
GO:0044765	2.966e-07
GO:0006816	3.473e-07
GO:0019722	1.085e-06
GO:0061077	1.966e-06
GO:0019932	1.966e-06
GO:1901699	1.966e-06
GO:0009416	3.467e-06
GO:0070646	9.253e-06
GO:0033365	9.894e-06
GO:0009314	9.894e-06
GO:0030003	9.894e-06
GO:0019538	1.069e-05
GO:0006950	1.437e-05
GO:0055114	1.535e-05
GO:0033036	1.535e-05
GO:0006621	1.729e-05
GO:0051085	1.729e-05
GO:0071702	2.08e-05
GO:0006873	2.669e-05
GO:0006458	3.969e-05
GO:0035437	3.969e-05
GO:0051084	3.969e-05
GO:0051220	3.969e-05
GO:0042592	4.69e-05
GO:0050801	5.159e-05
GO:0051247	5.17e-05
GO:0055080	5.932e-05
GO:0098655	5.932e-05
GO:1902582	8.329e-05
GO:0006986	8.329e-05
GO:0042221	8.329e-05
GO:0044710	8.58e-05
GO:1902580	0.000126
GO:0070838	0.0001292
GO:0006954	0.0001292
GO:0098662	0.0001292
GO:0006875	0.0001362
GO:0098771	0.0001387
GO:0032270	0.0001387
GO:0072511	0.0001387
GO:0098660	0.0001707
GO:0007166	0.0001851
GO:0055065	0.0002116
GO:0035966	0.0002116
GO:0000187	0.0002116
GO:0043406	0.0002116
GO:0072595	0.0002116
GO:0009073	0.000286
GO:0019725	0.0003279
GO:0048878	0.0003613
GO:0050896	0.0003863
GO:0045184	0.000418
GO:0006508	0.0005141
GO:0034220	0.0005506
GO:0045491	0.0005508
GO:0009072	0.0005999
GO:0055082	0.0006409
GO:0015031	0.000749
GO:0006811	0.001077
GO:0006546	0.001197
GO:0006605	0.001249
GO:0055085	0.0013
GO:0009057	0.001335
GO:0065008	0.001335
GO:0051641	0.001446
GO:0010243	0.001554
GO:0008104	0.001626
GO:0015988	0.001626
GO:0015991	0.001626
GO:0016482	0.00171
GO:0070972	0.00171
GO:0072594	0.001809
GO:0046907	0.001812
GO:0043405	0.001812
GO:0043410	0.001812
GO:0051347	0.001851
GO:0006812	0.002805
GO:0009644	0.002805
GO:0031401	0.002942
GO:0009688	0.002991
GO:0043289	0.002991
GO:1902533	0.002991
GO:1902645	0.002991
GO:0044093	0.003016
GO:0008152	0.003813
GO:0071902	0.00383
GO:0002376	0.003999
GO:0006102	0.004009
GO:0007035	0.004009
GO:0009071	0.004009
GO:0051452	0.004009
GO:0044267	0.004605
GO:0032507	0.004663
GO:0045087	0.005243
GO:0045851	0.00558
GO:0032147	0.00558
GO:0045185	0.00558
GO:1901698	0.005949
GO:0043085	0.005949
GO:0051649	0.006356
GO:0043408	0.006756
GO:0006955	0.007597
GO:0006099	0.00924
GO:0006101	0.00924
GO:0010387	0.009967
GO:0019464	0.009967
GO:0000162	0.01186
GO:0015706	0.01186
GO:0046219	0.01186
GO:0034613	0.01262
GO:0009687	0.01389
GO:0036503	0.01389
GO:0043288	0.01389
GO:1902644	0.01389
GO:0034976	0.0149
GO:0071705	0.0149
GO:0072350	0.01629
GO:0000272	0.01629
GO:0044763	0.01736
GO:0030968	0.02008
GO:0032781	0.02008
GO:0033258	0.02008
GO:0033259	0.02008
GO:0080065	0.02008
GO:1901575	0.02008
GO:0017038	0.02131
GO:0016106	0.02131
GO:0007008	0.0231
GO:0016926	0.0231
GO:0045040	0.0231
GO:0032268	0.02353
GO:0006869	0.02353
GO:0070475	0.02395
GO:0007005	0.02395
GO:0051338	0.02451
GO:0006568	0.02737
GO:0006586	0.02737
GO:0051246	0.02808
GO:0070727	0.02808
GO:0034620	0.0286
GO:0033674	0.03064
GO:0045860	0.03064
GO:0030010	0.03148
GO:0044724	0.03264
GO:0016579	0.0331
GO:0000380	0.0331
GO:0006544	0.0331
GO:0035967	0.0331
GO:0030163	0.0331
GO:0001934	0.0331
GO:0042327	0.0331
GO:0051651	0.0331
GO:0042542	0.03387
GO:0006970	0.0375
GO:0009651	0.03761
GO:0015931	0.03771
GO:1901068	0.03845
GO:0010388	0.04041
GO:0010562	0.04152
GO:0045937	0.04152
GO:0009060	0.0416
GO:0009642	0.04267
GO:0046165	0.04267
GO:1901700	0.04456
GO:0043436	0.04462
GO:0018193	0.04505
GO:0030001	0.04505
GO:0044238	0.04536
GO:0000412	0.04536
GO:0010186	0.04536
GO:0051351	0.04536
GO:0051443	0.04536
GO:0006082	0.04542
GO:0009987	0.04805
GO:0071897	0.04899
GO:0006979	0.04899
GO:0009893	0.04911
GO:0000338	0.04911
GO:0051131	0.04911
