GO.ID	q.value
GO:0042743	7.436e-10
GO:0072593	2.202e-08
GO:0046323	1.001e-07
GO:0042744	1.001e-07
GO:1904659	1.001e-07
GO:0015758	1.001e-07
GO:0008645	1.001e-07
GO:0035428	1.001e-07
GO:0015749	1.208e-07
GO:0034219	1.258e-06
GO:0006979	2.184e-06
GO:0009800	1.98e-05
GO:0009056	1.98e-05
GO:0009803	3.432e-05
GO:0006559	5.362e-05
GO:1902222	5.362e-05
GO:0009664	6.729e-05
GO:0044712	0.0001335
GO:0008643	0.0001355
GO:0042537	0.0002174
GO:0009074	0.0003269
GO:0006558	0.000572
GO:1902221	0.000572
GO:0006950	0.001311
GO:0071669	0.001441
GO:0055085	0.00264
GO:0009698	0.002754
GO:0006818	0.003353
GO:0015992	0.003353
GO:0050896	0.007817
GO:0044248	0.0203
GO:0015672	0.02324
GO:0044763	0.02427
GO:1901606	0.02615
GO:0006811	0.02615
GO:0009063	0.0286
GO:0010310	0.0371
GO:0009072	0.03914
GO:0071555	0.04107
