TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0035235	"ionotropic glutamate receptor signaling pathway"	-24.50224128171273	1.6334684555795864	0.19864052779976854	0.7975033199007168	0	null
GO:0071230	"cellular response to amino acid stimulus"	-22.48932096896779	1.3617278360175928	0.10336888596532445	0.7535887282048139	0.2454235	null
GO:0006874	"intracellular calcium ion homeostasis"	-22.4467239538629	1.6127838567197355	0.18794342902786262	0.8400814401961036	0	null
GO:0070588	"calcium ion transmembrane transport"	-15.242603971206975	1.9344984512435677	0.39937978668420804	0.7217901755518055	0.03267108	null
GO:0019722	"calcium-mediated signaling"	-13.550984683652214	1.9084850188786497	0.37588685805572525	0.7957475998243901	0.37228178	null
GO:0050896	"response to stimulus"	-8.137868620686962	3.7975445143617264	29.474228257294556	1	0	null
GO:0007166	"cell surface receptor signaling pathway"	-8.066512712151294	2.0791812460476247	0.5591317013578913	0.7879674129687907	0.40805371	null
GO:0009408	"response to heat"	-7.798876102792621	2.4424797690644486	1.296809660292252	0.8171915745178635	0.16307485	null
GO:0009628	"response to abiotic stimulus"	-7.1998330097986365	3.3195224490654542	9.801249823803035	0.8140208820147938	0.25842554	null
GO:1901698	"response to nitrogen compound"	-7.001566281135531	2.2174839442139063	0.7705680590142366	0.8143382785191711	0.28873086	null
GO:0051179	"localization"	-6.886056647693163	3.459392487759231	13.527228304280412	1	0	null
GO:0006954	"inflammatory response"	-6.209574082608889	2.74350976472843	2.600667199173049	0.8359718366312883	0.3491235	null
GO:0009607	"response to biotic stimulus"	-6.209574082608889	3.157456768134226	6.747169102100267	0.8239452908873056	0.34334771	null
GO:0006950	"response to stress"	-5.987162775294828	3.587486465410964	18.169431001268617	0.7951742032743725	0.42778631	null
GO:0006900	"vesicle budding from membrane"	-5.931072388317928	1.6812412373755872	0.22083352910773857	0.6844437761175386	0.31580158	null
GO:0042221	"response to chemical"	-5.888065723667318	3.4727564493172123	13.950101019593102	0.8036330290758027	0.46887312	null
GO:0051668	"localization within membrane"	-5.762205006726077	2.2227164711475833	0.7799652304656298	0.7515001915020482	0.33341234	null
GO:0006869	"lipid transport"	-5.373865021364612	2.2355284469075487	0.8034581590941127	0.7265023256910171	0.3574945	null
GO:0006811	"monoatomic ion transport"	-5.169347186202575	2.749736315569061	2.635906592115773	0.7466695303072506	0.43445513	null
GO:0006457	"protein folding"	-4.828858848971618	2.3096301674258988	0.9538129023164027	0.8956235433116789	0.03770868	null
GO:0061024	"membrane organization"	-4.689731633367552	2.436162647040756	1.2780153173894657	0.8924606187405696	0.33522119	null
GO:0006952	"defense response"	-4.289205900069673	3.208710019906401	7.592914532725649	0.8111239381016024	0.44820388	null
GO:1901701	"cellular response to oxygen-containing compound"	-3.916139199133427	2.8549130223078554	3.3594887938730444	0.7159350647025312	0.46185767	null
GO:0001101	"response to acid chemical"	-3.864549300654486	2.625312450961674	1.9781045905182542	0.7939062934564801	0.4633174	null
GO:0042592	"homeostatic process"	-3.5256380239673693	2.6180480967120925	1.9452144904383781	1	0	null
GO:0065008	"regulation of biological quality"	-2.0719115403350292	2.7752462597402365	2.7956585067894566	0.9609728978106227	0.18253281	null
GO:0007005	"mitochondrion organization"	-1.9625735020593764	2.184691430817599	0.714185030305878	0.8768578477305768	0.4588583	null
GO:0022900	"electron transport chain"	-1.4285240963180563	2.1072099696478683	0.5967203871634638	0.9549322665167221	0.14701494	null
GO:0042549	"photosystem II stabilization"	-1.4235434675943799	0.9542425094393249	0.03758868580557252	0.9694636147767101	0.14709899	null
GO:0015748	"organophosphate ester transport"	-1.321754848072958	1.8325089127062364	0.3148052436216699	0.7835247779872709	0.47978276	null
