TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0009733	"response to auxin"	-12.076289805603437	2.655138434811382	2.119062162289151	0.8401595860719637	0	null
GO:0042221	"response to chemical"	-12.076289805603437	3.4727564493172123	13.950101019593102	0.898126856682832	0.29587864	null
GO:0009719	"response to endogenous stimulus"	-10.93070198788447	3.208710019906401	7.592914532725649	0.9074339532068921	0.37891355	null
GO:0008150	"biological_process"	-7.790216985151485	4.328053250252685	100	1	0	null
GO:0051179	"localization"	-7.473531487530523	3.459392487759231	13.527228304280412	1	0	null
GO:0010731	"protein glutathionylation"	-6.999565922520682	0.8450980400142568	0.028191514354179395	0.8638944429418061	0	null
GO:0050896	"response to stimulus"	-6.448062304635163	3.7975445143617264	29.474228257294556	1	0	null
GO:0080143	"regulation of amino acid export"	-6.296966695266314	0.9030899869919435	0.03289010007987596	0.8863369128999213	0	null
GO:0018105	"peptidyl-serine phosphorylation"	-6.117646253611286	0.6989700043360189	0.01879434290278626	0.7899986402580831	0.31622933	null
GO:0006820	"monoatomic anion transport"	-5.8807441107220635	1.7160033436347992	0.23962787201052485	0.8738883110637167	0	null
GO:0008152	"metabolic process"	-5.874518734299406	3.9872639541222354	45.62326739651365	1	0	null
GO:0046128	"purine ribonucleoside metabolic process"	-5.26106096879652	1.2304489213782739	0.07517737161114504	0.5980886901011128	0.17481403	null
GO:0015837	"amine transport"	-5.044793462458058	0.6020599913279624	0.014095757177089697	0.9016785436733598	0.24666083	null
GO:0018193	"peptidyl-amino acid modification"	-4.7654827164873135	1.9395192526186185	0.40407837240990463	0.8341079704440788	0.38712393	null
GO:0006811	"monoatomic ion transport"	-4.692503962086787	2.749736315569061	2.635906592115773	0.8570348465030553	0.38009813	null
GO:0072521	"purine-containing compound metabolic process"	-4.517269299920057	2.5024271199844326	1.4894516750458113	0.7435628457611553	0.30487674	null
GO:0006556	"S-adenosylmethionine biosynthetic process"	-4.217814133507984	0.7781512503836436	0.023492928628482828	0.8665325010773659	0.07331801	null
GO:0032973	"amino acid export across plasma membrane"	-3.8613815661005075	0.3010299956639812	0.004698585725696565	0.8727827303930548	0.2967767	null
GO:0006817	"phosphate ion transport"	-2.905528871358355	1.662757831681574	0.21143635765634544	0.8831581364816133	0.30144461	null
GO:0022412	"cellular process involved in reproduction in multicellular organism"	-2.762707662432541	1.8388490907372552	0.31950382934736643	0.9257297994215445	0	null
GO:0015849	"organic acid transport"	-2.566230166075134	2.2068258760318495	0.7517737161114505	0.8648564959897099	0.43106722	null
