TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0008150	"biological_process"	-26.543633966870956	4.328053250252685	100	1	0	null
GO:0008152	"metabolic process"	-26.543633966870956	3.9872639541222354	45.62326739651365	1	0	null
GO:0044281	"small molecule metabolic process"	-23.242603971206975	3.228400358703005	7.945308462152892	0.8825078316771586	0.15124384	null
GO:0009987	"cellular process"	-17.51018209169855	4.113976758289846	61.08161443405535	1	0	null
GO:0019752	"carboxylic acid metabolic process"	-16.857297754262383	2.9777236052888476	4.458957853686041	0.658852513192639	0	null
GO:0005975	"carbohydrate metabolic process"	-14.941573975542994	3.0199466816788423	4.914720669078608	0.8412994303048048	0.19792888	null
GO:0030243	"cellulose metabolic process"	-14.201211286048752	1.9294189257142926	0.3946812009585115	0.8069382302320136	0.14018992	null
GO:0006063	"uronic acid metabolic process"	-13.066512712151294	0.6989700043360189	0.01879434290278626	0.7747642956951802	0.48553504	null
GO:0009056	"catabolic process"	-11.099960764512675	3.2425414282983844	8.208429262791899	0.8819713400152971	0.16958349	null
GO:0009698	"phenylpropanoid metabolic process"	-10.242603971206975	2.164352855784437	0.681294930226002	0.7815857258034161	0.17741468	null
GO:0006869	"lipid transport"	-9.242603971206975	2.2355284469075487	0.8034581590941127	0.8375606508323503	0	null
GO:0071704	"organic substance metabolic process"	-8.814457845145625	3.905202028662319	37.767232063148995	0.8490342525931956	0.24568509	null
GO:0009058	"biosynthetic process"	-8.511449283499555	3.6379897807846855	20.41065639242588	0.8644609691541348	0.33300749	null
GO:0044237	"cellular metabolic process"	-7.518844129171965	3.8568496787251725	33.787529953484004	0.8225758283176595	0.41453399	null
GO:0009812	"flavonoid metabolic process"	-7.207818503850321	1.863322860120456	0.3382981722501527	0.8897056215767557	0.13773399	null
GO:0016482	"cytosolic transport"	-7.138704606473304	1.568201724066995	0.16914908612507634	0.8306641979168006	0.32798663	null
GO:0071840	"cellular component organization or biogenesis"	-6.516698047641833	3.5036545192429593	14.97909129352065	0.9342138849115399	0.07660635	null
GO:0051179	"localization"	-6.151934104596008	3.459392487759231	13.527228304280412	1	0	null
GO:1901137	"carbohydrate derivative biosynthetic process"	-5.986741334716483	2.6830470382388496	2.260019734060048	0.7810454635868018	0.17564451	null
GO:2001057	"reactive nitrogen species metabolic process"	-5.557363474217769	1.6901960800285136	0.22553211483343516	0.8891769621692664	0.09271825	null
GO:0007049	"cell cycle"	-5.165579296318468	2.8129133566428557	3.049382135977071	0.9466581640957578	0.05813262	null
GO:0071941	"nitrogen cycle metabolic process"	-5.088363066870558	1.6812412373755872	0.22083352910773857	0.8893810882810621	0.14866388	null
GO:0006950	"response to stress"	-4.985899678480379	3.587486465410964	18.169431001268617	0.9638420059536683	0.27965663	null
GO:0002181	"cytoplasmic translation"	-4.901702463505302	1.9731278535996986	0.43696847248978055	0.7536068896870344	0.28165634	null
GO:1901576	"organic substance biosynthetic process"	-4.881404634776238	3.624797578960761	19.799840248085328	0.7627601879839105	0.4676266	null
GO:0090378	"seed trichome elongation"	-4.838931614528826	1.7075701760979363	0.22934504913782436	0.9130480785753465	0.0417616	null
GO:0009399	"nitrogen fixation"	-4.6763354643919	1.6812412373755872	0.22083352910773857	0.8843203332956507	0.14866388	null
GO:0006520	"amino acid metabolic process"	-4.4467239538629	2.6414741105040997	2.053281962129399	0.8567412427178407	0.20247409	null
GO:0022402	"cell cycle process"	-4.372634143407267	2.656098202012832	2.1237607480148477	0.910136284551461	0.05511211	null
GO:0006399	"tRNA metabolic process"	-4.283495836226783	2.346352974450639	1.038387445378941	0.7539193635731272	0.35256536	null
GO:0019748	"secondary metabolic process"	-4.122455892284056	2.5514499979728753	1.6679979326222807	0.9032725724111148	0.11847153	null
GO:0034440	"lipid oxidation"	-4.097127214553921	1.7403626894942439	0.25372362918761454	0.8161123803426897	0.15812971	null
GO:0071554	"cell wall organization or biogenesis"	-3.8068754016455384	2.828015064223977	3.157449607668092	0.9464380195177448	0.05844097	null
GO:0044238	"primary metabolic process"	-3.5165553519014647	3.865340905624584	34.45472912653291	0.8515622479326467	0.41850898	null
GO:0015695	"organic cation transport"	-3.3701828039814843	1.3222192947339193	0.09397171451393131	0.8846006104348545	0.43060167	null
GO:0007017	"microtubule-based process"	-3.227898430722988	2.3783979009481375	1.1182634027157825	0.952285892138467	0.05046309	null
GO:0070085	"glycosylation"	-3.196816111464658	2.24551266781415	0.8222525019968989	0.9103450545727465	0.10787903	null
GO:0000003	"reproduction"	-3.1492925146254627	3.2214142378423385	7.818446647559085	1	0	null
GO:0006892	"post-Golgi vesicle-mediated transport"	-3.034986549727752	1.6720978579357175	0.216134943382042	0.8547485922585781	0.33532143	null
GO:0050896	"response to stimulus"	-2.996970529446382	3.7975445143617264	29.474228257294556	1	0	null
GO:0009584	"detection of visible light"	-2.918292729902651	0.7781512503836436	0.023492928628482828	0.9788470266789603	0	null
GO:0051604	"protein maturation"	-2.890759031411797	2.4756711883244296	1.4001785462575764	0.7576753660837308	0.42473947	null
GO:1902644	"tertiary alcohol metabolic process"	-2.8751698505861407	1.4471580313422192	0.12686181459380727	0.7769538432436878	0.47675808	null
