TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0006869	"lipid transport"	-26.543633966870956	2.2355284469075487	0.8034581590941127	0.9067175471884408	0	null
GO:0033036	"macromolecule localization"	-16.719649306953993	3.0784568180532927	5.624207113658788	0.901934821950463	0.45414974	null
GO:0051179	"localization"	-13.844663962534938	3.459392487759231	13.527228304280412	1	0	null
GO:0008150	"biological_process"	-13.434506370131137	4.328053250252685	100	1	0	null
GO:0031222	"arabinan catabolic process"	-12.668572703479256	0.9542425094393249	0.03758868580557252	0.8067956233463932	0	null
GO:0031221	"arabinan metabolic process"	-11.886056647693163	1	0.042287271531269086	0.8127927497259329	0.4755095	null
GO:0006542	"glutamine biosynthetic process"	-9.83238732727247	0.9030899869919435	0.03289010007987596	0.5899102520756104	0.08781612	null
GO:0042744	"hydrogen peroxide catabolic process"	-8.647817481888637	2.0043213737826426	0.4698585725696565	0.7927700247682338	0.34647035	null
GO:0009056	"catabolic process"	-7.509199047989145	3.2425414282983844	8.208429262791899	0.8474123658451836	0.13364864	null
GO:0072593	"reactive oxygen species metabolic process"	-6.658961368322477	2.1583624920952498	0.6718977587746088	0.8205449407223241	0.11034028	null
GO:0051453	"regulation of intracellular pH"	-5.962573502059376	1.5440680443502757	0.15975191467368322	0.9191077037781954	0	null
GO:0009399	"nitrogen fixation"	-5.739928612014925	1.6812412373755872	0.22083352910773857	0.8111618702085133	0.12841515	null
GO:0006754	"ATP biosynthetic process"	-5.318306607995436	1.5440680443502757	0.15975191467368322	0.403244230174096	0.34144461	null
GO:0044281	"small molecule metabolic process"	-5.129888844635599	3.228400358703005	7.945308462152892	0.8480231024595818	0.16958349	null
GO:0006979	"response to oxidative stress"	-5.052713355322202	2.649334858712142	2.0908706479349717	0.9849138535232825	0	null
GO:0009664	"plant-type cell wall organization"	-5.052713355322202	2.184691430817599	0.714185030305878	0.8800022900965891	0	null
GO:0008152	"metabolic process"	-4.706416486503883	3.9872639541222354	45.62326739651365	1	0	null
GO:0009808	"lignin metabolic process"	-4.585026652029182	1.792391689498254	0.28661372926749046	0.7144301359726254	0.13234169	null
GO:0016052	"carbohydrate catabolic process"	-4.208730519089731	2.4785664955938436	1.4095757177089696	0.7641718597609916	0.47697104	null
GO:0071554	"cell wall organization or biogenesis"	-3.9935339577507682	2.828015064223977	3.157449607668092	0.9426284516876771	0.04569429	null
GO:0071941	"nitrogen cycle metabolic process"	-3.99225222199926	1.6812412373755872	0.22083352910773857	0.8243461088670693	0.14840798	null
GO:0072521	"purine-containing compound metabolic process"	-3.6653452331167586	2.5024271199844326	1.4894516750458113	0.651567178066546	0.3348655	null
GO:0055086	"nucleobase-containing small molecule metabolic process"	-3.543633966870957	2.6646419755561257	2.1660480195461167	0.5112284404281987	0.45394555	null
GO:1902600	"proton transmembrane transport"	-3.402304814074488	2.271841606536499	0.8739369449795611	0.8634197371196602	0.38430547	null
GO:0042938	"dipeptide transport"	-3.3202088290196454	1.2787536009528289	0.08457454306253817	0.9002012912293563	0.42678898	null
GO:0006108	"malate metabolic process"	-3.2984320149440727	1.2787536009528289	0.08457454306253817	0.6115650020984411	0.39371462	null
GO:0042126	"nitrate metabolic process"	-3.2426039712069756	1.6334684555795864	0.19734060047925575	0.5836281850703777	0.46348038	null
GO:2001057	"reactive nitrogen species metabolic process"	-3.007402303897962	1.6901960800285136	0.22553211483343516	0.8240437726129866	0.14866388	null
GO:0009058	"biosynthetic process"	-2.6087119514047026	3.6379897807846855	20.41065639242588	0.8282724082024857	0.20871117	null
GO:0051260	"protein homooligomerization"	-2.252355180671752	1.5563025007672873	0.16445050039937978	0.9425820419103303	0.3093321	null
GO:0019637	"organophosphate metabolic process"	-2.183493562953643	2.812244696800369	3.0446835502513743	0.633092034730434	0.44098809	null
GO:0042886	"amide transport"	-1.9215431819467075	1.9242792860618816	0.3899826152328149	0.9135107374688121	0.44280304	null
GO:0006950	"response to stress"	-1.9062282185012702	3.587486465410964	18.169431001268617	0.9817110252857764	0.34070003	null
GO:0010035	"response to inorganic substance"	-1.6055483191737838	2.8727388274726686	3.500446365643941	0.9809157259646849	0.23866938	null
GO:0019249	"lactate biosynthetic process"	-1.5662301660751343	0.6020599913279624	0.014095757177089697	0.6384695897163908	0.42599033	null
GO:0046686	"response to cadmium ion"	-1.3959900675877697	1.8512583487190752	0.32890100079875956	0.9842409636142531	0.37376267	null
GO:0006520	"amino acid metabolic process"	-1.3894462946829054	2.6414741105040997	2.053281962129399	0.8084127256696355	0.118655	null
GO:0006624	"vacuolar protein processing"	-1.3155137078112658	1	0.042287271531269086	0.7697352873424799	0.17015016	null
