TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0090377	"seed trichome initiation"	-4.963770455913705	1.6901960800285136	0.23036144933529573	0.6993286470944093	0	null
GO:0009051	"pentose-phosphate shunt, oxidative branch"	-3.2283390406511128	1.0413926851582251	0.046985857256965656	0.7465759508335045	0.02793344	null
GO:0010038	"response to metal ion"	-2.8167301563171954	2.3384564936046046	1.0195931024761546	0.9285649361597152	0.4270347	null
GO:0010035	"response to inorganic substance"	-2.628562682595899	2.8727388274726686	3.500446365643941	0.9455351117591235	0	null
GO:0030001	"metal ion transport"	-2.628562682595899	2.4913616938342726	1.4518629892402386	0.6790178437160055	0.44746084	null
GO:0098662	"inorganic cation transmembrane transport"	-2.628562682595899	2.5998830720736876	1.8653385331015366	0.7320007039446493	0.03816046	null
GO:0006811	"monoatomic ion transport"	-2.4037328736044845	2.749736315569061	2.635906592115773	0.7734755011871954	0.48249209	null
GO:0006104	"succinyl-CoA metabolic process"	-2.374276090474244	0.47712125471966244	0.00939717145139313	0.792470402062157	0.49870488	null
GO:0008150	"biological_process"	-2.374276090474244	4.328053250252685	100	1	0	null
GO:0006105	"succinate metabolic process"	-2.167938385409273	0.47712125471966244	0.00939717145139313	0.879009468609298	0.27532148	null
GO:0006006	"glucose metabolic process"	-2.1554606978709923	1.7481880270062005	0.2584222149133111	0.8734201318031429	0.34230915	null
GO:0032504	"multicellular organism reproduction"	-2.1554606978709923	2.2648178230095364	0.8598411878024714	0.8830354341330379	0.43389387	null
GO:0009987	"cellular process"	-2.0665127121512947	4.113976758289846	61.08161443405535	1	0	null
GO:0051156	"glucose 6-phosphate metabolic process"	-1.9871627752948278	1.5797835966168101	0.1738476718507729	0.8084644576739256	0.48302213	null
GO:0051179	"localization"	-1.806041021980813	3.459392487759231	13.527228304280412	1	0	null
